date,no1,no2,no3,no4,no5
2014-02-22 19:00:00,-1.917181,0.951175,1.910499,-1.642930,0.371419
2014-02-22 20:00:00,0.872302,2.230625,0.894930,-0.447191,0.918793
2014-02-22 21:00:00,1.528799,0.878505,-0.614715,-0.693085,-0.319381
2014-02-22 22:00:00,-0.003220,-2.154825,0.115341,0.248048,1.011180
2014-02-22 23:00:00,-0.596790,-0.869099,2.230708,-1.235717,1.404241
2014-02-23 00:00:00,-0.727448,0.140346,-0.039756,0.143132,-0.614795
2014-02-23 01:00:00,0.841362,-1.415187,-0.646288,1.717005,-0.296902
2014-02-23 02:00:00,-0.637943,2.003493,-0.682667,0.651725,-0.087584
2014-02-23 03:00:00,0.903210,-0.245051,-2.137524,-0.089586,-0.252662
2014-02-23 04:00:00,-0.211133,2.495138,1.419139,-1.543554,0.217829
2014-02-23 05:00:00,-0.177217,1.059227,-1.131538,-0.555090,0.675161
2014-02-23 06:00:00,1.066153,0.975473,2.711079,0.933440,0.779034
2014-02-23 07:00:00,-1.758261,-0.007903,-0.293788,0.469463,1.321024
2014-02-23 08:00:00,1.494863,-1.067326,-1.143803,-2.586332,-0.334766
2014-02-23 09:00:00,-1.223057,-0.645379,0.174445,-0.244028,-0.656063
2014-02-23 10:00:00,-0.857457,-0.375796,-0.226760,-1.742572,0.431743
2014-02-23 11:00:00,-0.089445,0.359832,-0.758067,-1.568381,0.901133
2014-02-23 12:00:00,0.795206,0.866199,0.318952,0.748176,0.377213
2014-02-23 13:00:00,0.734037,-0.665871,-1.458873,-0.220073,-0.672797
2014-02-23 14:00:00,0.492406,0.476267,0.888967,0.639895,1.615959
2014-02-23 15:00:00,-0.099400,-0.128744,0.806372,-0.127595,0.939183
2014-02-23 16:00:00,1.758064,2.715490,1.159375,-1.076160,0.740910
2014-02-23 17:00:00,-2.356115,1.662560,-0.084476,-0.728973,-0.617055
2014-02-23 18:00:00,-0.234590,-1.055575,-0.261979,-1.423164,-1.557204
2014-02-23 19:00:00,-1.636793,-1.024087,-1.827700,-0.869597,-0.692961
2014-02-23 20:00:00,1.367360,1.619260,-0.086634,-1.777636,-0.483868
2014-02-23 21:00:00,0.415807,-1.240248,0.478410,0.195397,-0.978973
2014-02-23 22:00:00,-2.142033,0.657744,-1.418092,0.053750,2.129478
2014-02-23 23:00:00,0.267648,0.248571,0.736786,1.232893,-0.781913
2014-02-24 00:00:00,0.772316,-0.489532,0.288873,-1.052996,0.011293
2014-02-24 01:00:00,0.538501,-0.773886,1.691876,1.279677,0.196661
2014-02-24 02:00:00,0.020587,-0.028235,-1.307462,-0.229472,-1.062436
2014-02-24 03:00:00,-0.338131,0.062000,-0.785667,1.266230,1.079351
2014-02-24 04:00:00,-1.891637,0.329435,-1.153185,0.424791,1.778119
2014-02-24 05:00:00,-0.518501,-1.383507,-0.067957,0.471231,0.511893
2014-02-24 06:00:00,0.379004,-0.573032,-0.119431,0.594318,-0.170020
2014-02-24 07:00:00,-1.421868,0.849649,-1.029096,1.002286,0.063930
2014-02-24 08:00:00,1.145054,1.794151,0.020915,-1.273035,-1.759675
2014-02-24 09:00:00,1.124112,-1.647278,0.215388,0.000786,-0.453995
2014-02-24 10:00:00,-0.185443,-0.089624,1.247129,-0.001118,-0.785620
2014-02-24 11:00:00,0.362262,-1.512844,0.494018,1.201726,0.428985
2014-02-24 12:00:00,-0.608384,-0.433909,-0.362664,0.434577,0.688504
2014-02-24 13:00:00,-0.524184,-0.946954,-0.975177,-1.486839,-0.177214
2014-02-24 14:00:00,0.835152,-0.583162,-0.289887,0.686562,0.410129
2014-02-24 15:00:00,-0.117941,-0.758160,-2.305304,0.595380,-1.749435
2014-02-24 16:00:00,0.241236,0.486795,1.478955,-0.031641,-0.235124
2014-02-24 17:00:00,0.582904,-0.905982,0.297375,0.196990,-1.218888
2014-02-24 18:00:00,0.969554,1.525104,1.612218,0.284816,0.497979
2014-02-24 19:00:00,2.690925,-0.243298,0.587019,1.240763,-0.717785
2014-02-24 20:00:00,-0.003640,1.193858,1.293521,-0.868362,-0.525782
2014-02-24 21:00:00,-0.211977,-0.538566,0.414036,1.040875,0.317510
2014-02-24 22:00:00,-0.542504,2.227140,-0.616220,0.801219,0.719835
2014-02-24 23:00:00,0.720095,1.255809,-1.176901,-0.410463,0.488538
2014-02-25 00:00:00,-0.731557,-0.303246,2.204568,0.549917,-1.243213
2014-02-25 01:00:00,-0.666442,0.095511,-0.074582,-0.529609,1.377058
2014-02-25 02:00:00,1.382787,-0.145732,-1.230196,-0.866081,-0.101295
2014-02-25 03:00:00,1.717386,-0.056284,-0.611281,0.477196,0.529438
2014-02-25 04:00:00,-1.305123,-0.818603,-0.623605,-0.273271,-1.083786
2014-02-25 05:00:00,0.467934,0.875737,-1.512846,-0.881605,-1.786349
2014-02-25 06:00:00,-0.132174,0.876395,0.555984,0.249388,-0.739808
2014-02-25 07:00:00,0.646994,-0.433203,0.581488,-0.225295,-0.248602
2014-02-25 08:00:00,-0.842923,-0.448905,0.938637,-0.572837,1.241333
2014-02-25 09:00:00,-0.074346,-0.136171,-1.119835,0.778869,-1.475168
2014-02-25 10:00:00,-1.222185,-0.318096,0.623750,-0.802971,-1.075447
2014-02-25 11:00:00,-1.040452,1.131448,0.323429,-0.079552,-0.479055
2014-02-25 12:00:00,0.771779,-0.990919,-0.844908,0.665510,0.865986
2014-02-25 13:00:00,-1.251457,0.485132,-0.203183,0.880810,0.725061
2014-02-25 14:00:00,-2.770780,0.328867,0.842750,-0.089364,-0.465245
2014-02-25 15:00:00,-0.464244,0.847578,0.546461,0.552072,-1.222697
2014-02-25 16:00:00,0.581084,-0.240004,-2.118229,-1.640278,-1.763803
2014-02-25 17:00:00,-0.504453,-0.518465,0.623107,-0.001276,-2.015350
2014-02-25 18:00:00,-2.029150,-1.317163,0.269566,-0.440673,-0.166888
2014-02-25 19:00:00,0.887899,-1.920376,1.706641,-0.815564,1.937959
2014-02-25 20:00:00,0.828248,-0.769170,0.569965,-1.456657,0.446020
2014-02-25 21:00:00,-0.108650,-1.204722,-2.671236,-3.329389,1.773001
2014-02-25 22:00:00,0.125550,-0.630852,2.374516,2.270536,1.356773
2014-02-25 23:00:00,0.648584,0.790334,1.476351,0.888782,0.459109
2014-02-26 00:00:00,1.615427,-2.313047,0.878960,0.570717,-1.543800
2014-02-26 01:00:00,-1.048597,1.352337,-0.654171,0.607335,-1.788349
2014-02-26 02:00:00,0.730595,-1.328603,-0.555048,-0.346857,-1.644430
2014-02-26 03:00:00,-2.852261,-1.330839,-1.356293,0.034159,-0.227430
2014-02-26 04:00:00,-0.142966,-1.301018,-0.890221,-0.765808,1.605621
2014-02-26 05:00:00,0.761231,0.542593,-0.486851,0.113476,0.228806
2014-02-26 06:00:00,0.084702,-0.271960,0.211449,-1.245038,-0.096062
2014-02-26 07:00:00,-0.704761,0.643984,-0.980233,0.265951,0.300505
2014-02-26 08:00:00,1.034404,-1.031626,-0.054630,-0.786125,0.154545
2014-02-26 09:00:00,-0.741234,-0.389456,0.227390,-0.744373,-2.031685
2014-02-26 10:00:00,-0.224495,0.263879,0.477653,2.170881,0.837365
2014-02-26 11:00:00,-0.113264,1.265356,1.148250,0.156177,0.109264
2014-02-26 12:00:00,0.438519,-0.291058,0.761648,1.049761,0.477306
2014-02-26 13:00:00,0.173137,-1.702497,1.132872,-0.434262,-0.578791
2014-02-26 14:00:00,0.513911,2.212428,0.723321,0.979594,0.135235
2014-02-26 15:00:00,0.499038,-0.290638,0.613107,-0.537450,0.374814
2014-02-26 16:00:00,2.008533,0.140911,0.985647,-1.541140,-1.128664
2014-02-26 17:00:00,-0.186387,-0.164274,0.117304,0.858919,-0.477566
2014-02-26 18:00:00,-0.986860,0.938868,-1.778897,-1.186381,0.572903
2014-02-26 19:00:00,-0.151913,-1.568395,1.172253,0.173067,0.674549
2014-02-26 20:00:00,1.066993,2.142627,-0.735913,1.135507,1.059351
2014-02-26 21:00:00,-0.344481,-0.509466,-0.594293,0.481763,-0.744160
2014-02-26 22:00:00,-1.221268,-2.050556,1.038279,0.944295,-0.770215
2014-02-26 23:00:00,-1.057767,0.734149,0.292787,-0.550990,0.682349
2014-02-27 00:00:00,-0.298575,-0.658780,-0.793354,-0.488866,1.452101
2014-02-27 01:00:00,-2.416407,1.367356,2.565459,-1.186145,-0.392629
2014-02-27 02:00:00,-1.934208,-1.432652,1.055189,0.080873,-2.335253
2014-02-27 03:00:00,-0.389771,-0.632281,0.604561,-0.133019,0.730363
2014-02-27 04:00:00,0.716572,-0.591655,2.665077,-1.651472,-0.298008
2014-02-27 05:00:00,0.328221,0.594307,-1.360182,1.290098,0.427209
2014-02-27 06:00:00,-0.711612,-0.676617,0.698921,-0.430500,-0.575718
2014-02-27 07:00:00,0.209108,0.152536,-0.177085,1.085796,-0.160673
2014-02-27 08:00:00,1.811162,0.418785,0.509332,0.418633,0.845883
2014-02-27 09:00:00,1.155362,-1.129273,-1.237747,0.742282,-1.637834
2014-02-27 10:00:00,1.868106,-1.397364,0.150905,0.125753,-0.873199
2014-02-27 11:00:00,-1.437552,0.007318,-0.599317,0.498121,1.533226
2014-02-27 12:00:00,1.363875,-0.326831,-2.049136,-0.942282,0.466998
2014-02-27 13:00:00,0.170308,-0.361026,1.184665,-1.247329,0.300565
2014-02-27 14:00:00,0.926863,1.635884,-0.259397,-0.133929,0.350408
2014-02-27 15:00:00,1.250747,1.993739,0.667783,0.014360,-1.392698
2014-02-27 16:00:00,-1.661431,-0.984395,1.068136,-1.093841,-1.555287
2014-02-27 17:00:00,-0.575718,-1.838139,-1.348081,2.921773,-0.215829
2014-02-27 18:00:00,1.880483,-0.279194,1.483672,-0.863845,1.064614
2014-02-27 19:00:00,0.087551,-0.847484,-0.246034,0.558171,-0.141983
2014-02-27 20:00:00,0.325065,0.849968,-0.346815,-1.033721,-0.641160
2014-02-27 21:00:00,-0.218335,-1.464224,0.243341,-1.840512,0.384827
2014-02-27 22:00:00,0.319829,-1.086032,-0.058697,-1.362831,0.446205
2014-02-27 23:00:00,-0.932418,-0.302359,-1.022731,0.692829,-0.215412
2014-02-28 00:00:00,-0.014651,0.722298,-0.245453,-1.711596,0.747221
2014-02-28 01:00:00,0.414790,-0.210810,-1.275166,-1.452508,0.249106
2014-02-28 02:00:00,0.327986,-0.748791,-0.062038,1.268039,1.569187
2014-02-28 03:00:00,-0.574267,1.647613,-1.529872,-0.113316,-0.718979
2014-02-28 04:00:00,1.369862,0.968413,0.849446,0.650203,-0.405574
2014-02-28 05:00:00,-0.621729,0.066457,1.567643,-0.423516,-0.665584
2014-02-28 06:00:00,-0.853505,-1.195883,0.058370,0.966058,-0.303643
2014-02-28 07:00:00,-0.701149,0.469379,1.168724,-1.162979,-0.127545
2014-02-28 08:00:00,-1.774449,2.246466,1.813702,-0.324652,-0.628406
2014-02-28 09:00:00,-0.818792,-0.141434,-0.984253,-0.945332,1.098607
2014-02-28 10:00:00,0.557595,-0.142982,0.256765,0.585282,-0.534467
2014-02-28 11:00:00,-0.832399,1.297997,-1.584885,-1.086256,0.671357
2014-02-28 12:00:00,-0.083759,-0.039195,1.247386,0.169251,-1.394874
2014-02-28 13:00:00,-0.049049,0.403784,-0.702446,1.789887,1.050745
2014-02-28 14:00:00,-2.076683,1.703041,-2.051912,0.778968,-0.188548
2014-02-28 15:00:00,2.511491,-0.370246,0.451315,-0.129867,0.776605
2014-02-28 16:00:00,0.814051,-0.153954,1.585435,2.241483,1.226247
2014-02-28 17:00:00,-1.236270,0.261786,0.158186,-0.434515,0.939601
2014-02-28 18:00:00,-0.944179,1.337405,0.790486,-0.272335,-0.161003
2014-02-28 19:00:00,-0.502024,0.497645,0.236644,1.022403,1.336447
2014-02-28 20:00:00,0.672971,0.352065,0.508579,-0.102213,1.597554
2014-02-28 21:00:00,-0.783583,0.329809,-0.369750,0.832595,0.684609
2014-02-28 22:00:00,-0.984507,1.304440,-0.676441,-0.602248,-1.232747
2014-02-28 23:00:00,0.335684,0.550354,-0.209090,1.158796,-0.257766
2014-03-01 00:00:00,2.127932,0.166329,-1.351391,0.145562,0.050699
2014-03-01 01:00:00,-0.057789,1.974981,0.034211,-0.938536,-0.512898
2014-03-01 02:00:00,0.175134,0.074710,-0.315824,-1.694653,-0.571033
2014-03-01 03:00:00,0.407756,-1.132507,-0.865268,-0.138062,-0.079517
2014-03-01 04:00:00,-0.398542,0.292838,-0.905003,0.871149,-0.422231
2014-03-01 05:00:00,-0.318288,1.160301,0.194366,-0.902552,-0.314825
2014-03-01 06:00:00,-0.872365,0.788425,-1.491061,-0.836328,-0.774285
2014-03-01 07:00:00,-0.469891,0.281891,-0.707877,-0.271603,-0.659465
2014-03-01 08:00:00,0.896361,0.169041,0.897668,0.195381,-0.875182
2014-03-01 09:00:00,0.816982,1.233302,-0.867957,-0.660210,1.837520
2014-03-01 10:00:00,0.663352,0.671184,-1.000023,-0.094432,-0.685390
2014-03-01 11:00:00,0.849107,0.277320,1.654885,-1.877971,0.884430
2014-03-01 12:00:00,1.504141,-0.580253,1.594576,0.348858,0.529485
2014-03-01 13:00:00,-1.063976,1.936550,-0.102768,-1.050423,-0.248684
2014-03-01 14:00:00,1.658845,0.938142,-1.427868,0.507895,-0.757162
2014-03-01 15:00:00,-1.654444,-0.357099,-0.764197,0.997494,-0.412086
2014-03-01 16:00:00,0.349727,0.510252,0.908081,0.880593,1.414911
2014-03-01 17:00:00,-0.470757,-0.880402,1.404557,0.342944,1.688820
2014-03-01 18:00:00,0.177377,0.362836,0.618533,-0.924406,1.256821
2014-03-01 19:00:00,1.324929,0.331156,-1.261478,-0.029490,-0.308618
2014-03-01 20:00:00,-0.902205,-1.652006,-2.350713,-0.287479,0.517197
2014-03-01 21:00:00,1.170501,2.133813,-2.340666,-0.239330,0.361707
2014-03-01 22:00:00,-0.308065,0.767814,0.006577,1.660766,-0.955682
2014-03-01 23:00:00,0.963914,0.205971,-0.028725,-1.336547,-0.445240
2014-03-02 00:00:00,0.558913,-0.240246,0.608316,-0.572042,0.339905
2014-03-02 01:00:00,0.170778,1.615979,0.091159,0.596933,0.489207
2014-03-02 02:00:00,-0.137905,-0.872772,-0.712783,1.302276,1.294404
2014-03-02 03:00:00,-1.921185,-0.035252,-0.593389,1.008808,-0.899661
2014-03-02 04:00:00,-1.097077,-1.528135,-0.368661,-0.468177,0.506361
2014-03-02 05:00:00,-0.997503,0.631234,0.452031,-0.193346,-1.954626
2014-03-02 06:00:00,0.420324,3.086818,-1.168318,-1.117252,1.444086
2014-03-02 07:00:00,2.149551,-0.830427,-0.804922,0.716262,-1.329994
2014-03-02 08:00:00,-0.829938,0.183219,1.442171,-0.243397,1.013797
2014-03-02 09:00:00,-0.775232,-0.182666,-0.342422,-0.731453,3.081769
2014-03-02 10:00:00,0.465737,1.633015,-1.086301,0.851713,-0.581096
2014-03-02 11:00:00,0.042766,0.498717,2.160481,0.700648,-0.842412
2014-03-02 12:00:00,-0.488666,-0.531850,0.252561,-0.001452,-0.190154
2014-03-02 13:00:00,0.107740,0.397471,0.701661,-0.207425,1.956689
2014-03-02 14:00:00,0.783339,-0.221592,-0.796695,-0.350039,0.412667
2014-03-02 15:00:00,0.403073,0.580750,-0.264878,-0.355025,0.599049
2014-03-02 16:00:00,0.302181,1.878832,-0.742310,0.630770,-0.009579
2014-03-02 17:00:00,0.299544,0.060439,1.898102,-0.683385,-0.291254
2014-03-02 18:00:00,-0.190827,-0.513499,-0.909549,2.323577,0.341815
2014-03-02 19:00:00,-0.020653,-0.036688,-0.336832,-1.340221,0.808767
2014-03-02 20:00:00,-0.135184,0.120580,0.684310,-1.911454,-0.006535
2014-03-02 21:00:00,1.449095,-0.731241,-1.190229,0.851811,-0.889540
2014-03-02 22:00:00,-0.678703,1.894786,1.073130,0.236800,-0.717094
2014-03-02 23:00:00,0.824331,-1.065298,-1.998569,-1.054246,-0.042263
2014-03-03 00:00:00,0.365076,1.091701,0.186329,-1.030489,1.109661
2014-03-03 01:00:00,0.290872,2.350655,1.590654,-0.248879,-0.010012
2014-03-03 02:00:00,1.379488,0.873316,-0.210651,-0.112739,-1.875254
2014-03-03 03:00:00,1.171065,0.222502,-0.418984,1.142622,0.662490
2014-03-03 04:00:00,2.259851,1.372329,-0.804535,-1.135924,-0.133798
2014-03-03 05:00:00,0.403363,-1.284668,1.901777,0.540545,0.005312
2014-03-03 06:00:00,-0.208808,0.718935,-0.603120,-0.377622,0.301182
2014-03-03 07:00:00,0.329996,0.248870,1.380761,0.821665,0.053162
2014-03-03 08:00:00,-0.645850,0.623455,0.409483,-1.061667,1.005271
2014-03-03 09:00:00,1.718272,1.629389,0.698613,1.136166,0.667600
2014-03-03 10:00:00,-0.405492,-0.520518,1.539415,-0.011077,-0.508795
2014-03-03 11:00:00,-0.036331,-1.772623,-0.869022,-0.014484,0.139644
2014-03-03 12:00:00,-0.959583,-1.698838,-1.064530,-2.132989,0.691563
2014-03-03 13:00:00,1.232431,-0.168343,2.185308,-0.611665,1.051959
2014-03-03 14:00:00,-0.664513,-0.145078,-2.407149,-0.865641,-1.671072
2014-03-03 15:00:00,-0.050826,0.763742,0.268563,0.289568,0.570812
2014-03-03 16:00:00,0.855408,0.086106,-1.052764,1.477315,1.898152
2014-03-03 17:00:00,-1.495538,1.476117,-0.441334,0.271923,-0.068032
2014-03-03 18:00:00,-0.250649,-1.015873,-0.562383,-0.628778,-1.810501
2014-03-03 19:00:00,-0.467638,0.910525,-0.791093,0.545332,0.082542
2014-03-03 20:00:00,1.195718,1.696465,0.568937,-0.186170,0.162337
2014-03-03 21:00:00,-0.512149,0.383155,0.404669,-0.066199,1.409785
2014-03-03 22:00:00,-0.226979,0.119823,-0.699735,-0.308568,0.629135
2014-03-03 23:00:00,-1.284436,0.342316,-1.833904,-0.138384,-0.966368
2014-03-04 00:00:00,1.611178,0.560359,-0.972784,-0.535162,-0.738377
2014-03-04 01:00:00,1.624804,1.392605,1.654943,-0.371850,0.527100
2014-03-04 02:00:00,-1.151007,1.098988,-0.504003,-0.861304,0.774075
2014-03-04 03:00:00,-0.023785,-0.172748,-0.428931,-0.568676,-0.545132
2014-03-04 04:00:00,1.521132,1.533520,-0.253239,-1.418864,0.440710
2014-03-04 05:00:00,-0.695163,1.192121,-0.105294,-0.032585,0.771793
2014-03-04 06:00:00,-0.453433,-1.326973,0.130495,-0.183461,0.651138
2014-03-04 07:00:00,-0.267593,-0.829384,-0.458465,-0.284490,0.326157
2014-03-04 08:00:00,1.138199,0.594325,-1.913580,0.595107,-0.725141
2014-03-04 09:00:00,-0.805137,-0.746776,0.275635,1.772137,-0.555892
2014-03-04 10:00:00,1.147680,-0.484954,-0.494331,0.929332,-0.546691
2014-03-04 11:00:00,-1.399809,0.442208,0.695117,-0.597032,1.198050
2014-03-04 12:00:00,-0.869656,0.250553,0.040703,-0.083525,0.452686
2014-03-04 13:00:00,-0.949917,0.379571,1.102476,0.010064,-0.919106
2014-03-04 14:00:00,-1.791716,-0.452196,-0.989691,-1.279183,0.926994
2014-03-04 15:00:00,-0.754537,-0.733557,0.227590,1.105202,0.722129
2014-03-04 16:00:00,0.884660,-0.087003,-0.807461,-0.473280,-0.189464
2014-03-04 17:00:00,-0.483611,1.915681,1.232949,0.509164,-1.288110
2014-03-04 18:00:00,-2.409700,-0.035114,-0.658952,-0.023231,-1.336075
2014-03-04 19:00:00,-0.248626,-0.692437,1.792031,-2.370782,0.442935
2014-03-04 20:00:00,2.648621,0.066234,-0.811258,1.656303,-0.404211
2014-03-04 21:00:00,0.092260,-1.366338,1.224576,1.908039,-0.099027
2014-03-04 22:00:00,-0.947073,0.519173,0.109395,0.899797,1.041002
2014-03-04 23:00:00,1.216859,-2.346507,0.857776,0.608872,0.204189
2014-03-05 00:00:00,-0.523876,0.464839,-2.110963,-0.996200,-2.119173
2014-03-05 01:00:00,-0.010240,-0.603890,1.151652,-0.679831,-1.720508
2014-03-05 02:00:00,-1.683014,-0.153330,0.599878,0.755650,-0.311383
2014-03-05 03:00:00,1.896355,-0.198810,-0.136171,1.141659,0.532388
2014-03-05 04:00:00,1.824557,1.650919,1.561237,0.671695,-1.003011
2014-03-05 05:00:00,-0.397925,1.567796,-0.053985,0.420619,1.734924
2014-03-05 06:00:00,1.383173,0.628963,0.302757,0.777054,0.055887
2014-03-05 07:00:00,-0.839112,0.884501,-0.502681,-0.325671,-0.299834
2014-03-05 08:00:00,0.178733,-0.091487,1.008100,2.120853,0.232178
2014-03-05 09:00:00,-1.286189,-0.680419,0.066242,0.596757,-0.064649
2014-03-05 10:00:00,0.465804,0.660578,-1.742015,-0.083552,0.838296
2014-03-05 11:00:00,0.211526,-0.500938,-0.105404,0.256180,-1.006771
2014-03-05 12:00:00,-0.697998,-0.647895,1.382884,-1.004250,-0.538193
2014-03-05 13:00:00,0.236129,1.215754,-1.174993,-0.531433,-0.564207
2014-03-05 14:00:00,0.212267,-0.579781,1.120671,-2.362960,1.204769
2014-03-05 15:00:00,0.102761,2.136404,-1.122491,0.592150,1.329999
2014-03-05 16:00:00,-1.053259,0.316398,0.798929,-0.875826,-0.360041
2014-03-05 17:00:00,-0.457636,0.102621,0.054111,0.907358,1.420676
2014-03-05 18:00:00,1.084641,0.482227,-0.454311,0.212038,0.716665
2014-03-05 19:00:00,-0.407760,1.100698,0.350632,-0.435665,0.323115
2014-03-05 20:00:00,1.218460,0.669716,1.187958,-0.361280,0.449999
2014-03-05 21:00:00,-0.428166,-0.084176,-0.896275,0.633228,-0.748160
2014-03-05 22:00:00,-0.434605,1.652091,-1.008739,0.881973,0.364920
2014-03-05 23:00:00,0.987647,0.029091,-2.174035,1.262364,0.329505
2014-03-06 00:00:00,-0.297948,-1.243360,0.065784,-0.073123,1.136793
2014-03-06 01:00:00,2.030867,1.065309,-0.767821,1.235765,1.374351
2014-03-06 02:00:00,0.189298,1.677185,0.566580,-0.550676,1.512987
2014-03-06 03:00:00,0.773846,0.601082,0.352837,-0.761342,-0.873947
2014-03-06 04:00:00,-0.923169,1.133961,-0.070031,1.619680,0.541291
2014-03-06 05:00:00,-1.561261,-0.254848,1.680774,1.736598,-0.722588
2014-03-06 06:00:00,-1.005557,0.277101,1.280222,-1.308883,-1.984704
2014-03-06 07:00:00,0.229782,0.107383,0.351572,-1.816628,0.753232
2014-03-06 08:00:00,-1.193542,-0.097181,0.160981,-0.969400,-2.044442
2014-03-06 09:00:00,-1.732366,1.844987,1.665186,0.131153,-2.221448
2014-03-06 10:00:00,-1.507999,-2.063533,0.435513,0.232317,-0.615691
2014-03-06 11:00:00,-0.323353,0.590804,-1.368000,0.022417,0.822608
2014-03-06 12:00:00,0.202933,-0.590236,0.931000,-1.000736,-1.353207
2014-03-06 13:00:00,-0.089383,0.449213,1.798392,1.447587,1.097526
2014-03-06 14:00:00,1.119601,-1.146395,1.257592,-0.637591,-0.868054
2014-03-06 15:00:00,-1.036112,-0.960928,-0.171279,1.733972,-0.116130
2014-03-06 16:00:00,-0.267337,-0.013167,-0.090905,-0.751548,0.909922
2014-03-06 17:00:00,-0.811560,0.858969,-0.916719,-0.460634,1.790310
2014-03-06 18:00:00,-0.442749,-1.186756,1.231270,0.591794,0.173471
2014-03-06 19:00:00,-0.736913,0.691731,1.985376,-0.681307,-0.034004
2014-03-06 20:00:00,-0.769892,-0.494642,0.567602,0.446790,-1.019779
2014-03-06 21:00:00,-0.974218,-0.697726,0.229025,0.369467,-0.703550
2014-03-06 22:00:00,-0.555062,-0.108708,0.120614,-0.154501,-0.193662
2014-03-06 23:00:00,1.843527,-1.413185,-1.003007,-0.753638,1.320644
2014-03-07 00:00:00,-1.213364,0.721068,0.005762,0.709693,0.610935
2014-03-07 01:00:00,0.406214,1.435275,0.424246,-1.514636,-2.523813
2014-03-07 02:00:00,-1.600183,0.615647,-1.030192,0.216378,-1.972794
2014-03-07 03:00:00,1.987913,0.719891,0.512899,0.209331,2.026331
2014-03-07 04:00:00,-0.451351,1.273299,-0.501824,0.135214,-0.906023
2014-03-07 05:00:00,1.515488,-0.873504,0.097068,0.034974,0.630214
2014-03-07 06:00:00,-0.478148,-0.164005,0.271550,-0.135031,1.179996
2014-03-07 07:00:00,0.524319,0.298188,-0.259429,-0.347253,-3.503693
2014-03-07 08:00:00,0.016655,0.194896,-0.847413,-0.328203,1.148559
2014-03-07 09:00:00,0.130040,1.661904,0.416236,0.848521,0.020934
2014-03-07 10:00:00,-0.547837,-1.430376,-0.529608,-0.701546,0.582294
2014-03-07 11:00:00,-1.382821,0.770088,-0.258119,0.553460,-0.291048
2014-03-07 12:00:00,-0.872900,0.284254,-0.482316,-0.308580,1.659121
2014-03-07 13:00:00,-0.198724,1.446553,-0.382362,1.748204,-1.227639
2014-03-07 14:00:00,1.182092,1.232516,2.401815,0.756891,-0.681830
2014-03-07 15:00:00,0.916258,-0.028812,0.053600,0.992294,0.843059
2014-03-07 16:00:00,-0.361219,0.993168,-0.447499,-0.173013,0.070960
2014-03-07 17:00:00,-1.691106,-0.314522,0.871640,0.069409,-1.120148
2014-03-07 18:00:00,-1.204377,0.988784,0.811921,1.449601,0.487678
2014-03-07 19:00:00,-0.652772,-0.455896,0.476351,1.272017,0.787774
2014-03-07 20:00:00,0.137480,-0.589964,-1.616611,1.664280,0.094179
2014-03-07 21:00:00,1.682577,-1.977929,0.325726,-0.350412,0.940697
2014-03-07 22:00:00,1.369054,-1.019003,0.943268,0.351994,0.963938
2014-03-07 23:00:00,-0.337032,0.269136,2.008254,1.982608,-1.161790
2014-03-08 00:00:00,-0.892645,-0.847360,-0.746712,-0.777365,0.101075
2014-03-08 01:00:00,0.219845,-0.059682,0.411378,0.864756,-0.981476
2014-03-08 02:00:00,0.376037,-0.245372,1.091464,-0.242336,-0.895489
2014-03-08 03:00:00,0.480264,-0.901733,-0.082851,-0.173054,-0.738498
2014-03-08 04:00:00,-0.192386,0.699852,0.938922,-1.331843,0.271578
2014-03-08 05:00:00,1.996533,-1.069981,1.540458,0.649684,-0.186603
2014-03-08 06:00:00,0.556700,2.909732,0.546941,0.252283,0.735329
2014-03-08 07:00:00,-2.049303,-0.347542,-1.300617,-0.533091,0.889725
2014-03-08 08:00:00,1.562025,0.926685,-0.277307,1.071976,-2.455497
2014-03-08 09:00:00,0.669623,0.654751,0.336086,0.442541,-1.596746
2014-03-08 10:00:00,-1.146567,-0.090300,0.684165,-0.119123,1.537642
2014-03-08 11:00:00,-1.603966,-0.104441,-0.041176,-0.433949,-0.713895
2014-03-08 12:00:00,0.958993,-1.630423,-0.955095,0.671800,-1.115338
2014-03-08 13:00:00,1.267913,0.150871,0.554735,1.138986,-0.894020
2014-03-08 14:00:00,0.528639,0.289638,0.365182,-0.084987,0.723055
2014-03-08 15:00:00,1.207018,-1.418826,-0.065481,1.538543,-1.217162
2014-03-08 16:00:00,0.137818,-0.072212,1.445816,0.304784,1.923684
2014-03-08 17:00:00,0.989012,0.649840,-0.245262,0.007382,0.530314
2014-03-08 18:00:00,-0.821592,0.006056,-0.570028,0.732470,0.563801
2014-03-08 19:00:00,0.747313,0.072414,-0.003148,-1.579847,-0.102952
2014-03-08 20:00:00,-1.183118,0.428594,0.892764,-0.637013,0.957679
2014-03-08 21:00:00,-1.409235,0.993167,-1.655539,1.762717,-0.741385
2014-03-08 22:00:00,0.077424,-0.622173,1.556536,1.823180,1.323549
2014-03-08 23:00:00,0.910572,0.970771,0.428361,0.095213,-0.792956
2014-03-09 00:00:00,-2.249742,-0.091913,0.868820,1.296569,2.769563
2014-03-09 01:00:00,0.676193,0.300393,1.857111,1.538956,-0.552311
2014-03-09 02:00:00,-0.694679,0.762438,-0.379185,-0.592150,0.019852
2014-03-09 03:00:00,0.253991,0.165366,-1.239908,-0.892597,-1.613342
